Sex,Age,Current users of ad blockers,Past users of ad blockers,kab_1,kab_2,kab_3,kab_4,aoa_1,aoa_2,aoa_3,aoa_4,poa_1,poa_2,poa_3,poa_4,coa_1,coa_2,coa_3,coa_4,eoa_1,eoa_2,eoa_3,eoa_4,ioa_1,ioa_2,ioa_3,ioa_4,oac_1,oac_2,oac_3,oac_4
male,52,0,0,-3,0,-3,-3,-2,-3,-2,-3,-2,-3,-3,-3,0,1,-1,-2,-1,-2,1,0,3,3,1,3,3,3,3,3
female,18,0,0,0,0,0,1,1,1,1,0,-1,1,-1,0,0,-1,-2,-1,1,-2,0,2,0,0,0,0,1,0,1,0
male,37,0,0,-2,-2,2,-1,-2,-2,-2,-2,-2,-1,-2,-3,2,-2,-2,-2,0,-1,-1,0,3,3,2,2,3,2,2,3
female,48,1,0,-2,-2,-1,1,1,1,1,0,-1,-3,-2,-2,-1,-2,-2,-1,1,0,1,1,3,2,2,2,2,0,2,2
male,59,0,0,-3,0,0,0,0,1,1,0,0,0,-3,0,0,0,-2,0,0,-2,2,2,-3,-3,-3,-3,0,-3,0,-3
male,44,1,0,0,0,0,0,-2,-3,-2,-1,-2,-2,-2,-2,0,0,0,0,0,-2,0,0,0,1,0,0,2,2,1,1
male,16,0,1,2,3,3,3,2,2,2,1,0,1,0,2,0,0,0,1,3,1,2,3,-2,-2,-2,-1,1,1,1,0
male,54,0,0,-3,-2,-2,-3,-3,-2,-3,-3,-2,-3,-3,-2,-3,-2,-3,-2,0,-3,-2,2,3,3,3,3,2,2,2,0
male,45,0,1,1,1,0,0,1,-3,-2,-3,-3,-3,-3,-3,0,-3,-2,-2,1,-3,0,2,3,3,3,3,-3,-3,-3,-3
female,49,1,0,2,2,2,-2,-2,-2,-2,-3,-3,-2,-3,-2,-2,-2,-2,-2,-1,-3,1,-1,2,2,-1,2,3,3,2,2
male,48,0,0,-1,0,0,0,-2,-2,-3,-3,-3,-3,-3,-3,-2,-2,0,-2,0,-2,0,1,0,1,-2,0,1,3,2,1
female,45,0,0,-1,-1,-1,-1,0,0,-2,-2,-2,-1,-3,0,0,0,0,0,2,-2,0,3,3,3,3,3,3,3,3,3
female,26,0,0,1,1,1,2,1,1,1,0,0,1,0,0,1,1,1,1,3,3,3,3,0,-1,-1,-1,-1,-1,0,1
male,42,0,0,0,0,0,0,0,1,0,-1,-2,-1,-1,-2,-3,-1,-2,-1,3,1,-2,3,3,2,2,2,1,2,0,2
male,44,1,0,1,2,1,1,-1,-1,-2,-3,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,2,0,0,0,0,3,3,3,3
male,15,0,0,3,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-2,-3,-3,0,-3,0,2,3,3,3,3,3,3,0,2
male,50,1,0,1,2,2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,0,-2,0,1,2,2,0,2,2,1,2,1
male,22,0,0,-3,0,0,0,0,0,0,0,0,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2
female,51,0,1,-3,-3,1,1,0,-3,-2,-2,-2,-2,-3,-3,-1,-1,-1,0,-1,-3,-1,-1,3,3,3,3,1,2,2,2
male,61,0,0,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
male,44,0,0,-2,-2,-2,0,0,-1,-1,-2,0,-1,-3,-3,-3,-1,-1,-1,0,-1,-1,2,1,3,1,2,2,2,3,3
male,62,0,0,0,0,3,0,0,0,0,-3,-3,-3,-3,-3,0,0,0,0,-3,-3,-3,0,3,3,-3,3,3,3,3,3
female,53,0,0,-3,-3,-3,-3,-1,-2,-3,-3,-2,-2,-2,1,2,0,-2,-2,0,0,1,0,2,2,2,0,2,2,0,3
male,17,0,0,-3,-3,-3,-3,0,0,0,0,-2,-1,-2,-3,-1,-1,-1,0,3,1,3,3,2,2,1,1,0,2,2,0
male,62,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,0,-2,0,0,3,3,3,3,2,2,2,3
male,46,0,0,-3,-3,3,0,-2,-3,-3,-3,-2,-3,-3,-3,0,-3,-3,-3,-3,-3,1,1,3,3,2,3,3,3,3,3
male,34,1,0,2,2,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,3,3,3,3,3,3,3,3,3
male,45,0,0,-2,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,0,-2,-2,0,2,2,2,2,2,2,2,3
male,51,0,0,-3,-3,-3,-3,-2,-2,-2,-3,-3,-3,-3,-3,-1,0,0,0,1,-3,2,3,0,1,1,1,3,3,3,3
male,57,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-2,-1,-2,-2,0,0,0,1,1,2,2,2,3,2,2,2
male,53,1,0,1,1,1,-3,-2,-3,-3,-3,-2,-3,-3,-2,-2,-2,-2,-2,1,-3,-3,1,2,1,1,1,1,1,1,1
male,57,0,0,2,2,2,2,1,0,0,0,0,0,-3,0,0,0,-1,0,1,-2,0,1,2,2,3,2,3,2,3,3
female,44,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,0,0,1,1,1,1,1,2,2,3,2
male,53,0,0,-1,1,1,1,-2,-2,-1,-3,2,-1,-3,-2,0,-2,-2,-2,-1,-3,-2,2,3,3,3,3,2,3,2,2
female,27,1,0,3,3,1,0,0,0,-1,-2,-1,-1,-3,-3,2,0,0,0,2,-1,0,3,3,3,3,3,2,3,3,3
female,20,1,0,3,3,3,1,-2,-2,-1,-2,-2,-1,-3,-3,-2,-2,-3,-3,1,-2,-2,1,1,2,0,1,-1,-2,-1,-1
male,64,0,0,-3,-3,-2,-3,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1
male,46,1,0,2,3,2,3,2,2,0,1,1,0,0,-2,2,0,-1,0,2,2,0,3,2,2,2,2,2,3,3,3
female,30,0,0,-3,0,-2,0,-3,-3,-3,-3,-2,-2,-3,-3,-1,-2,0,-3,1,-1,-2,2,2,2,2,2,3,3,1,2
female,49,1,0,-1,1,2,2,0,1,1,-1,-1,-2,-2,-1,1,0,0,-1,2,0,0,2,1,2,2,2,3,3,2,2
male,47,0,0,-3,-3,-3,-2,0,-1,-2,-1,-3,-2,-3,-2,0,-2,1,-1,2,0,1,2,2,1,1,3,2,2,2,2
male,41,0,0,-2,-2,0,0,1,0,0,0,1,1,-1,0,-1,0,-1,-1,1,0,1,1,1,1,1,1,1,2,2,1
female,26,1,0,3,3,3,2,-1,-2,-2,-3,-2,-3,-3,-3,-1,-1,0,-1,0,-1,1,1,2,3,2,3,3,2,2,2
male,31,1,0,2,2,2,1,0,0,0,-2,-1,-2,-3,-2,-2,-1,-2,-2,1,-3,1,2,1,1,0,1,2,2,2,2
male,21,0,0,-2,-2,0,0,-1,-1,-2,0,-1,-2,-3,1,-1,-1,-2,-2,1,0,-1,2,-2,1,0,1,1,1,2,0
male,49,0,0,-2,-2,-2,0,-1,-1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
male,39,1,0,-1,1,1,-1,0,-1,-1,-2,1,-1,-3,1,-1,0,1,1,-1,-2,1,1,0,2,1,1,3,3,2,3
female,45,0,0,1,1,1,1,-3,-3,-1,-3,-3,-3,-3,-3,1,1,1,1,0,0,0,0,3,3,3,3,3,3,3,3
male,37,1,0,2,3,2,3,0,-1,-1,-2,-2,-1,0,-3,0,-1,-1,-1,0,-2,0,1,2,1,0,2,-2,-3,-2,-3
female,38,0,1,0,-2,1,-2,0,1,0,-1,-2,-2,-3,-3,0,0,0,0,3,0,0,3,2,2,0,0,2,2,3,2
male,48,0,0,-3,-3,-3,-3,1,0,1,-1,-1,-1,-2,-2,2,2,1,1,1,-2,1,2,3,3,2,2,2,2,3,3
female,34,0,0,-2,0,0,0,-2,-2,-3,-3,-1,-3,-3,-3,0,-2,-2,-2,1,-3,-2,2,2,2,2,2,2,0,3,2
female,40,0,0,-1,-2,2,-1,-1,-2,-1,-3,-2,-3,-2,-3,-1,-2,-2,-3,-2,-3,-1,2,3,2,-1,3,3,3,3,3
male,47,0,0,1,2,1,0,-1,-1,-1,-3,-2,-1,-2,-2,-1,-1,-1,-1,1,0,0,2,1,1,1,1,2,2,2,1
male,43,0,0,-1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1,-1,0,-3,1,2,3,3,3,3,-3,-3,-3,-3
female,47,1,0,1,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-1,-3,-3,-3,0,3,3,1,3,3,3,3,3
female,47,0,0,-3,-3,-3,3,-1,-3,-3,-3,-3,-3,-3,-3,1,1,1,-1,1,-3,1,1,3,3,3,3,3,3,3,3
male,47,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,-3,0,3,3,-1,3,3,3,3,3,3
female,59,0,0,-3,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,3,3,0,3,3,3,3,3
male,42,0,0,-3,-3,-2,0,-2,-3,-2,-2,-3,-3,-3,-3,-1,-2,-2,-2,0,-3,-3,1,2,2,1,1,3,3,3,3
male,33,1,0,3,3,3,3,-1,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2,1,-2,-1,1,2,0,-1,1,3,2,2,3
female,27,0,0,-1,0,2,1,0,0,0,-1,-1,-1,-2,-2,1,0,-1,-1,2,0,1,2,2,1,2,1,2,2,2,2
male,46,1,0,3,3,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,0,-3,-3,0,-2,-1,2,0,-2,-2,0,2,0,2,2
female,37,0,1,1,2,2,2,1,0,0,-2,-2,-2,-2,-3,0,2,1,-1,0,-3,0,3,2,2,1,3,2,3,2,2
male,51,1,0,3,3,3,-2,-2,-2,-2,-3,-3,-2,-2,-3,1,-2,-3,-3,1,-2,-2,1,3,3,3,3,3,3,3,3
male,49,0,1,1,1,1,1,2,2,1,0,-3,-3,-3,-3,0,0,0,-1,2,0,0,2,3,2,2,2,3,3,2,2
female,16,0,0,-3,-3,-3,-3,0,-1,0,-2,-2,0,-3,-2,2,-1,-2,-2,1,0,1,1,3,3,2,1,2,3,2,3
female,35,0,0,-3,-3,-3,-3,-2,-3,-2,-3,3,3,3,3,-3,-3,-3,-2,1,-3,-3,1,2,2,-2,3,-3,-3,-3,-3
female,43,0,0,-3,-3,0,0,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,1,-2,1,2,2,2,2,2,2,1,2,2
female,41,0,0,-3,-3,-3,-3,1,1,0,-1,-1,0,-2,-2,-2,-2,-2,-2,-1,-2,1,2,2,2,0,2,1,2,3,2
male,36,0,0,1,1,1,-2,-1,-3,-1,-3,-2,-3,-3,-2,1,-2,-2,-2,1,0,0,2,3,3,2,3,3,2,3,3
male,39,0,0,-2,-2,-2,-2,-2,0,0,-1,-1,-2,-2,-2,1,-1,-1,-1,2,-1,1,3,-1,-3,-2,-1,2,2,2,2
male,18,1,0,2,2,3,1,-1,-2,-1,-3,-2,-2,-3,-2,0,-2,-2,-2,0,-1,-1,2,1,1,1,1,3,2,3,2
female,48,0,0,-3,-3,0,0,0,-3,-3,-3,3,-3,-3,-3,0,0,0,0,0,-3,0,2,3,3,0,3,3,3,3,3
male,40,0,0,-3,0,0,0,1,-1,-3,-3,-3,-3,-3,-3,2,0,-3,-3,0,-1,0,2,2,2,2,2,3,3,2,2
male,36,1,0,2,3,3,2,0,0,0,0,1,-2,-2,-3,2,-1,-2,0,0,-1,-2,1,2,2,1,3,3,3,3,3
male,54,0,0,1,1,3,-3,-2,-2,-2,-3,-3,-3,-3,-3,-2,-2,-1,-1,1,0,-1,2,3,3,2,3,3,3,3,3
male,59,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,0,-2,-2,3,3,3,0,3,3,3,3,3
female,24,0,0,-1,-1,2,-2,-3,-3,-3,-3,-3,-2,-3,-3,-1,-2,-2,-3,0,-3,-2,0,3,3,0,3,3,3,3,3
female,40,0,0,1,0,1,1,-2,-2,1,-2,-3,-3,-3,-3,-2,-2,-2,-2,0,-2,-1,0,3,3,3,3,3,3,3,3
male,47,1,0,-2,1,2,2,-3,-3,-3,-3,-3,-3,-3,-2,1,-2,-2,-2,2,-3,1,3,3,3,3,3,3,3,3,3
male,45,0,0,-2,0,0,0,0,0,0,-1,-2,-2,-2,-2,0,0,0,0,-1,-3,1,1,1,1,0,1,0,0,0,0
female,49,0,0,0,0,2,2,0,0,0,0,-1,0,0,-2,0,-2,0,0,-2,0,0,0,1,0,0,0,2,2,1,1
female,40,0,0,-2,-2,-2,-2,1,1,0,0,1,1,1,0,-1,-1,-2,-2,1,0,0,1,2,1,3,2,1,2,3,2
male,47,1,0,3,1,1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,1,3,3,3,3,3,3,3,3
female,55,0,0,-3,0,2,0,1,1,1,0,1,1,1,1,2,2,0,-1,2,1,1,2,0,3,3,2,2,0,1,1
female,28,1,0,1,1,3,1,-3,-3,-1,-3,-2,0,-2,-3,0,0,0,0,3,0,0,3,3,3,-2,3,3,3,3,3
female,29,0,0,-3,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,1,2,2,2,2,2,2,2,2,3
female,52,0,1,1,1,3,3,-1,0,-1,-1,-2,-3,-3,-3,1,-1,-2,-2,0,-2,-2,2,3,3,3,3,3,3,3,3
male,44,0,0,1,2,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,2,3,3,0,3,3,3,3,3
female,38,1,0,0,-1,-1,-1,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,1,-1,-1,1,3,3,1,3,2,1,2,1
female,19,0,0,-1,0,3,0,-2,-1,-2,-3,-3,-1,-3,-3,0,-1,-1,-1,0,-2,0,1,1,2,0,2,3,3,2,2
female,40,0,0,-1,0,0,-1,1,1,1,0,-3,-3,-2,-2,1,1,1,1,1,-2,-2,1,2,2,1,1,-3,-2,-3,-3
male,39,0,0,-3,-3,-3,-3,-1,-1,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-3,-3,-1,0,2,1,0,0,1,0,1,2
female,21,1,0,1,0,3,1,0,-2,-1,-2,-2,-2,-3,-2,1,-2,0,-1,1,-3,0,3,3,3,1,3,2,2,3,3
female,28,0,0,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-2,-3,1,1,2,3,3,3,-3,-3,-3,-3
male,39,0,0,-3,1,1,1,1,1,-1,1,0,1,0,-2,0,0,1,-1,0,0,1,2,1,1,0,2,0,2,2,0
female,30,0,0,2,2,2,2,-2,-2,-2,-2,-2,0,-3,-2,-1,-1,-1,-1,-2,-3,-2,1,1,1,-1,1,2,0,2,2
male,48,0,0,-2,-2,0,0,1,-2,-2,-2,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3
male,56,0,0,-2,1,2,1,-2,-2,-2,-2,-3,-3,-3,-3,1,-2,-2,-3,-3,-3,-2,2,3,3,2,2,3,3,3,3
female,39,1,0,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-2,-2,0,0,0,0,3,3,3,3,2,2,2,2
female,41,1,0,3,3,3,3,0,-1,-2,-1,-2,-2,-3,-2,3,-2,-3,-2,1,-1,1,2,2,-1,1,1,3,3,3,3
female,51,1,0,0,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-1,-1,-1,-3,-3,-3,0,3,3,3,3,3,3,3,3
male,35,0,0,-3,-3,-3,-3,1,-1,0,-3,0,-3,-3,-3,1,-1,0,0,0,-1,1,2,2,2,-1,2,2,2,3,3
male,48,0,0,0,0,1,0,0,0,-2,-2,-1,-3,0,-3,0,1,2,1,1,-2,1,1,1,1,-1,-1,2,2,3,2
male,36,0,0,1,0,0,0,-2,-2,-2,-2,-3,-3,-3,-3,0,-2,-2,-2,1,0,0,2,-3,-3,-3,-3,1,2,2,3
male,41,0,0,-2,0,3,0,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,0,2,2,2,0,2,3,3,2,1
male,63,0,0,-1,1,2,3,2,3,3,2,0,0,1,1,0,2,2,1,3,2,3,3,0,0,-3,-3,0,-1,-2,-3
female,35,0,0,-2,0,2,0,0,1,1,-2,0,-1,-3,0,-1,1,-1,1,0,-3,1,0,1,1,-1,1,2,1,2,2
female,36,0,0,3,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,0,-3,-3,0,3,1,0,2,3,3,3,3
male,55,0,1,2,2,0,0,-1,-1,-2,-2,-2,-2,-2,-2,0,-1,-1,-1,0,-1,-1,1,1,1,1,1,3,3,3,3
female,33,0,0,-3,-3,-2,-2,1,1,1,0,-2,-2,-2,-2,-1,0,0,0,1,0,-1,1,-1,0,-1,0,1,0,1,1
male,53,0,0,-1,-1,-1,-1,0,-1,-1,0,-2,-2,-2,-2,-1,0,-1,0,0,-2,0,-1,2,2,1,1,2,2,2,3
male,68,0,0,-3,0,2,0,0,-2,-2,-2,0,-3,-3,-3,0,0,0,0,1,0,0,3,2,2,0,2,3,2,2,2
male,61,0,0,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,2,2,2,2,2,2,2,3,3
female,51,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-1,0,-3,-1,1,-3,-2,-2,0,-3,1,1,1,1,1,1,0,-1,1,1
female,59,0,0,-2,1,-1,-1,-2,-2,-3,-2,-1,-2,-3,-2,-1,-2,-2,-2,1,-2,-2,3,2,2,2,2,1,2,3,3
female,27,0,0,0,0,0,0,-1,-1,-1,-3,0,0,-3,-3,0,-2,-1,-2,0,-1,-1,0,3,3,3,3,2,1,2,1
female,34,0,0,-2,-2,-2,-2,1,1,1,-1,0,-1,0,-1,-1,-1,-2,-2,2,0,2,2,1,0,1,0,2,2,2,1
female,22,0,0,2,2,2,2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,3,2,2,2,2,1,-1,1,1
male,43,0,0,-3,0,0,0,-2,-2,-2,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,1,1,1,0,1,1,2,1
female,70,0,0,-3,0,0,0,0,0,0,0,0,1,0,2,0,0,-1,0,2,0,0,2,0,2,1,1,0,2,2,2
male,62,0,0,-3,-3,-3,-3,0,0,0,0,0,-1,-2,-2,0,-2,-2,-2,1,0,1,2,2,2,2,2,2,2,2,2
female,44,0,0,-2,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,2,2,2,2,2,2,1,2,2,2,2,2
female,34,0,0,-2,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,1,3,3,1,3,3,3,3,3
female,52,0,0,-3,-3,-3,-3,0,1,0,-1,0,-3,-3,-3,-3,0,0,0,0,0,0,3,1,1,3,2,0,1,1,2
male,41,0,0,-3,0,0,0,0,-2,-2,-3,-3,-3,-3,-3,0,0,0,-1,0,-2,0,2,1,2,1,2,3,3,2,2
male,51,0,0,-3,-3,-3,-3,-1,-1,-2,-2,-2,-2,-2,-2,1,0,0,0,0,0,0,1,2,1,1,0,2,2,2,1
male,20,1,0,3,3,3,-2,-1,-1,-2,-2,-3,-3,-3,-3,-3,-2,-2,-3,0,-3,-2,2,-1,1,-2,3,1,2,2,2
male,51,1,0,1,-1,1,1,-2,-2,-2,-2,-2,-1,-3,-2,-2,-2,-1,-1,-1,-2,-1,3,0,3,1,2,2,2,2,3
male,58,1,0,1,2,2,0,0,0,0,0,-2,0,-2,-2,1,-2,-2,-1,0,0,2,2,2,2,2,2,1,2,2,2
male,45,0,0,-3,-2,-2,-2,-1,0,0,-1,-2,-2,-2,-3,-1,-1,-1,-1,1,1,0,2,0,-1,-2,-2,0,1,0,0
male,34,1,0,3,3,3,3,-1,-1,-2,-3,-3,-1,-3,-3,-2,-2,-3,-2,0,0,2,2,3,3,3,3,3,3,3,3
female,47,0,0,-2,0,0,0,1,1,0,-1,-2,-2,-2,-2,2,1,1,1,1,0,-2,1,2,1,1,2,1,2,1,1
female,37,0,0,-3,-2,-2,0,-1,-2,-2,-2,-2,-2,-2,-3,1,-1,-1,-1,-1,-2,0,1,2,2,-1,1,2,2,2,2
female,20,1,0,2,2,0,1,-1,-2,-2,-3,-1,-1,-2,0,0,-1,-1,0,0,-1,-1,0,2,2,2,2,1,3,3,2
male,54,0,0,-3,-3,2,-2,-2,-2,-2,-3,-2,-2,-3,-3,-1,-1,-1,-2,-2,-3,-2,2,2,2,2,2,2,2,3,2
female,29,1,0,3,3,3,2,0,0,0,1,0,1,-1,-2,1,0,1,1,0,0,1,1,1,2,1,3,2,2,1,2
female,53,0,0,0,0,0,0,0,1,0,0,0,0,-2,0,1,0,-1,0,-1,0,0,0,1,0,0,-1,2,3,2,2
male,44,0,0,-3,-3,-3,2,-2,-2,-2,-2,1,1,-2,-2,2,-2,-2,-2,2,-1,-1,2,3,3,3,3,3,3,3,2
male,29,1,0,2,2,2,1,1,0,-1,-1,-1,1,-2,-2,0,-2,-2,-2,1,-1,-1,3,2,2,2,2,2,3,2,2
male,50,0,0,-3,-3,-3,-3,0,0,0,0,-1,0,-3,-3,0,-1,-1,-1,0,-3,-1,0,3,3,3,3,1,0,0,1
male,52,0,0,-3,-2,0,0,-1,0,-1,-1,0,-2,-1,-1,0,0,-1,-1,1,0,1,2,1,2,1,2,0,1,1,1
male,56,0,0,-3,-3,3,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,1,0,0,0,1,1,0,2,2,2,2,2
male,50,0,0,3,3,3,3,0,0,-2,-2,-2,-2,-3,-3,1,0,-2,-2,2,0,3,2,3,3,3,3,3,3,3,3
male,19,1,0,3,3,3,0,-2,-2,-3,-3,-3,-1,-3,-3,0,-3,-2,-2,0,-2,0,0,2,2,1,2,3,2,2,2
male,23,1,0,3,3,3,3,-3,-3,-3,-3,-2,-2,-3,-3,1,-3,-3,-3,-2,-3,-3,2,3,3,3,3,2,2,2,2
male,58,0,0,-2,-2,0,1,-2,-2,-2,-3,-3,-3,-3,-3,-2,-2,-2,-2,-3,-3,-2,1,3,3,2,3,3,3,2,3
male,38,0,0,1,1,2,1,0,0,-1,-2,-2,-3,-3,-3,-1,-1,-1,-1,1,-2,0,2,2,2,-1,2,2,0,2,2
female,33,0,1,3,3,-1,-1,1,0,-3,-3,-3,-3,-3,-3,2,2,0,0,2,-3,-3,3,3,3,1,3,-3,-3,-3,-3
male,45,1,0,1,1,0,0,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,1,2,2,1,2,2,2,2,2
female,54,0,0,-3,0,0,0,-2,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-1,1,-3,1,1,2,3,3,2,3,3,3,3
male,27,1,0,3,3,3,3,-2,0,-2,-2,-1,-3,-3,-3,0,-1,-1,-1,1,-1,2,2,3,2,2,2,2,3,3,3
female,25,0,0,-3,-3,0,-2,0,-2,-2,-3,-2,-3,-3,-3,1,0,-2,-2,0,-2,-1,1,3,3,1,3,3,3,3,3
male,44,1,0,2,2,2,-2,-1,-1,-1,-3,-2,-2,-1,-3,-3,-3,-3,-3,-1,-2,-3,0,2,2,2,3,1,2,3,3
male,52,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-1,-2,-2,-1,-1,-1,-2,-2,1,3,3,3,3,2,2,2,3
male,37,0,0,-2,-2,-3,0,1,1,0,0,0,-3,1,-3,1,0,0,-1,2,0,2,2,2,3,3,3,3,3,3,3
male,51,0,0,0,-2,0,2,1,1,1,1,1,1,-1,0,2,1,1,2,2,0,1,2,1,-2,1,1,2,2,2,1
male,51,0,1,1,0,1,1,-2,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,1,0,2,2,-3,2,3,3,3,3
male,30,0,0,-1,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,3,2,1,3,3,3,0,0,1,2,1,1
male,51,1,0,0,1,1,2,0,0,-1,-2,-2,-2,-2,-2,1,-1,-1,-2,2,-2,0,2,2,2,2,2,2,2,2,3
male,38,0,0,-3,-2,-2,-2,0,1,0,1,0,2,-1,0,0,1,1,0,2,0,1,2,2,1,1,1,0,1,1,1
male,55,0,1,1,1,2,0,1,1,1,-1,0,0,0,-1,0,0,0,0,1,0,1,2,-1,-1,-2,-1,1,2,1,2
female,24,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-2,1,3,3,3,3,3,3,3,3
male,24,1,0,-2,-1,0,1,-1,-2,-2,-2,-2,-3,-2,-1,0,-3,-3,-3,-2,-1,-3,-2,-2,-2,-1,-2,3,3,3,2
female,30,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-1,-3,-3,0,3,3,2,3,3,3,3,3
male,69,0,0,0,0,0,0,0,-2,-3,-2,-2,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,2,3,3,3,3,2,1,1,2
male,41,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,2,3,3,3,3,3,2,3,3
female,35,0,0,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,0,0,3,0,3,3,3,3,3
male,41,0,0,-2,1,2,2,-1,-1,-1,-2,-2,-3,-3,-3,-1,-2,-2,-2,-1,-3,1,1,3,3,3,3,3,3,3,3
female,22,0,0,1,1,1,0,0,0,-1,-1,-1,0,-2,-2,0,0,0,-1,0,-2,2,2,2,2,0,2,3,3,3,3
female,37,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-2,-3,-3,-3,0,-3,0,0,2,2,-1,-2,3,3,3,3
male,17,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,0,3,-3,-3,-3,0,-3,0,3,-3,-3,-3,-3,3,3,3,3
female,35,1,0,3,2,2,0,-3,-2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,0,-3,0,3,3,3,3,3,3,3,3,3
male,54,0,1,0,0,1,2,1,1,1,0,-2,0,-2,2,1,0,0,-1,2,1,0,3,2,2,1,1,2,2,2,2
male,58,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3
male,38,1,0,2,2,1,2,2,3,0,2,-2,2,-2,-2,2,1,1,1,1,-1,-2,1,1,-1,-1,0,-2,-3,-1,-1
male,67,0,0,-2,-2,1,1,1,1,1,0,-1,-1,0,-1,1,1,1,1,1,0,0,1,1,1,1,1,2,2,2,2
female,56,0,0,0,-2,0,-2,0,3,1,-3,-1,-3,-3,-3,0,0,0,0,0,-3,2,3,3,3,3,3,2,2,2,3
female,33,0,0,-3,0,1,0,1,-2,-2,-3,-2,-3,-3,-3,1,-1,-1,-1,0,-2,1,2,2,3,-2,2,2,1,2,2
female,47,0,1,1,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,2,1,3,3,2,3,3,3,3,3
